"occurrence_id","aircraft_id","registration","operator_id","equipment","manufacturer","model","engine_type","engines_amount","takeoff_max_weight..Lbs.","seatings_amount","year_manufacture","registration_country","registration_category","registration_aviation","origin_flight","destination_flight","operation_phase","type_operation","damage_level","fatalities_amount","classification","type.of.occurrence","localization","fu","country","aerodrome","occurrence_day","time","under_investigation","investigating_command","investigation_status","report_number","published_report","publication_day","recommendation_amount","aircrafts_involved","takeoff"
35256,9768,"N2176P",5582,"AIRPLANE","PIPER AIRCRAFT","PA-23","PISTON",2,3500,0,1956,"USA","PRI","INSTRUCTION","****","****","TRAFFIC CIRCUIT","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","PARÁ DE MINAS","MG","BRAZIL","SNPA","2009-02-09","18:30:00","YES","SERIPA-3","FINISHED","",1,"2012-11-19",1,1,NA
35275,9769,"PTGFL",3975,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-201","PISTON",1,3968,1,1975,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","TAKEOFF","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","FUEL STARVATION","URUGUAIANA","RS","BRAZIL","****","2008-12-15","12:35:00","YES","SERIPA-5","FINISHED","",1,"2012-02-22",1,1,NA
35477,9771,"PTDJA",3992,"AIRPLANE","PIPER AIRCRAFT","PA-28R-180","PISTON",1,2500,4,1969,"BRAZIL","TPP","PRIVATE","****","****","ASCENSION","PRIVATE","DESTROYED",3,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","SANTO ANTÔNIO DO LEVERGER","MT","BRAZIL","SWLV","2009-02-01","12:20:00","YES","SERIPA-6","FINISHED","",1,"2009-12-07",14,1,NA
35495,294,"PTEHG",49,"AIRPLANE","EMBRAER","EMB-820C NAVAJO","PISTON",2,6999,10,1976,"BRAZIL","TPX","AEROTAXI","****","****","LANDING","AEROTAXI","NONE",NA,"SERIOUS INCIDENT","SLOW LANDING","CAIRU","BA","BRAZIL","SNCL","2008-12-27","20:00:00","YES","SERIPA-2","IN PROGRESS","",NA,"",0,1,1
35515,9777,"PTOFT",3992,"AIRPLANE","CESSNA AIRCRAFT","172P","PISTON",1,2398,4,1982,"BRAZIL","TPP","PRIVATE","SDKB","SBRP","CRUISE","PRIVATE","LIGHT",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","ORLÂNDIA","SP","BRAZIL","****","2009-03-02","15:15:00","YES","SERIPA-4","FINISHED","",1,"2010-09-24",2,1,NA
35555,4242,"PTVFI",161,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-712","PISTON",1,2550,4,1988,"BRAZIL","PRI","INSTRUCTION","SWUZ","****","MANEUVER","INSTRUCTION","DESTROYED",2,"ACCIDENT","ANOTHER TYPES","GOIÂNIA","GO","BRAZIL","****","2009-03-12","18:15:00","YES","SERIPA-6","FINISHED","",1,"2011-06-27",0,1,NA
35556,130,"PTEQI",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-721C","PISTON",1,3600,6,1979,"BRAZIL","TPP","PRIVATE","SNDU","SBSL","RUN AFTER LANDING","PRIVATE","LIGHT",NA,"SERIOUS INCIDENT","ABOUT LANDING GEAR","SÃO LUÍS","MA","BRAZIL","SBSL","2009-02-04","15:25:00","YES","SERIPA-1","FINISHED","",1,"2010-07-15",1,1,1
35587,9790,"PTLKH",3992,"AIRPLANE","BEECH AIRCRAFT","A36","PISTON",1,3600,6,1981,"BRAZIL","TPP","PRIVATE","****","****","CRUISE","PRIVATE","DESTROYED",1,"ACCIDENT","SPATIAL UNAWARENESS","QUERÊNCIA","MT","BRAZIL","****","2009-03-08","21:10:00","YES","SERIPA-6","FINISHED","",1,"2009-12-07",14,1,NA
35588,9791,"PRJPR",2218,"AIRPLANE","CESSNA AIRCRAFT","A188B","PISTON",1,3300,1,1973,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","SPECIALIZED","AGRICULTURAL","DESTROYED",1,"ACCIDENT","LOSS OF CONTROL IN THE AIR","GURUPI","TO","BRAZIL","****","2009-03-08","21:15:00","YES","SERIPA-6","FINISHED","",1,"2009-12-07",7,1,NA
35602,9557,"PROAM",3867,"AIRPLANE","FOKKER","F28MK0100","JET",2,97995,107,1993,"BRAZIL","TPR","REGULAR","****","****","RUN AFTER LANDING","REGULAR","LIGHT",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","JI-PARANÁ","RO","BRAZIL","****","2009-01-31","00:15:00","YES","CENIPA","IN PROGRESS","UNDEFINED",NA,"",0,1,1
35657,9814,"PRTRA",4933,"AIRPLANE","CESSNA AIRCRAFT","A188B","PISTON",1,4199,1,1976,"BRAZIL","SAE-AG","AGRICULTURAL","SSAK","SSAK","ANOTHER PHASE","AGRICULTURAL","DESTROYED",1,"ACCIDENT","LOW ALTITUDE MANEUVERS","CRUZ ALTA","RS","BRAZIL","****","2009-01-30","14:45:00","YES","SERIPA-5","IN PROGRESS","",NA,"",0,1,NA
35675,248,"PTHML",4158,"HELICOPTER","HELIBRAS","HB-350B","TURBOSHAFT",1,4299,6,1983,"BRAZIL","ADE","DIRECT ADMINISTRATION","SBFL","****","HOVERING","POLICIAL","NONE",NA,"ACCIDENT","ABOUT PASSENGERS/CREW DURING THE FLIGHT","FLORIANÓPOLIS","SC","BRAZIL","SBFL","2009-01-13","19:00:00","YES","SERIPA-5","FINISHED","",1,"2012-03-23",1,1,NA
35679,9818,"PTOZN",3992,"AIRPLANE","PIPER AIRCRAFT","PA-31T","TURBOPROP",2,8999,8,1980,"BRAZIL","TPP","PRIVATE","****","****","DESCEND","PRIVATE","LIGHT",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","SÃO PAULO","SP","BRAZIL","SBMT","2009-01-25","18:30:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
35680,9819,"PTUTX",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-202A","PISTON",1,3968,1,2006,"BRAZIL","TPP","PRIVATE","****","****","ANOTHER PHASE","PRIVATE","LIGHT",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","CAPÃO DO LEÃO","RS","BRAZIL","****","2009-01-13","19:50:00","YES","SERIPA-5","FINISHED","",1,"2011-08-29",3,1,NA
35682,9820,"PTFEN",2022,"AIRPLANE","CESSNA AIRCRAFT","A188B","PISTON",1,4199,1,1978,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","SPECIALIZED","AGRICULTURAL","DESTROYED",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","MONTE CARMELO","MG","BRAZIL","****","2009-01-21","14:30:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
35683,9821,"PPGLS",280,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,3,1992,"BRAZIL","PRI","INSTRUCTION","****","****","LANDING","INSTRUCTION","LIGHT",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","SÃO JOSÉ DO RIO PRETO","SP","BRAZIL","****","2009-01-17","13:20:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,0
35796,4968,"PTMFM",3980,"AIRPLANE","AEROSPATIALE AND ALENIA","ATR-42-300","TURBOPROP",2,36817,50,1994,"BRAZIL","TPR","REGULAR","****","****","ASCENSION","REGULAR","NONE",NA,"SERIOUS INCIDENT","METEOROLOGICAL PHENOMENOM IN THE AIR","RIO DE JANEIRO","RJ","BRAZIL","****","2009-01-26","23:45:00","YES","CENIPA","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
35798,9832,"PTUQG",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-202","PISTON",1,3968,1,2004,"BRAZIL","TPP","PRIVATE","****","****","TAKEOFF","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","ANOTHER TYPES","REDENÇÃO","PA","BRAZIL","****","2009-01-28","20:20:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",1,1,NA
35943,1823,"PPGEH",317,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,3,1991,"BRAZIL","PRI","INSTRUCTION","****","****","TAKEOFF","INSTRUCTION","SUBSTANTIAL",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","PORTO ALEGRE","RS","BRAZIL","SSBN","2008-09-26","20:20:00","YES","SERIPA-5","IN PROGRESS","",NA,"",0,1,1
36035,9869,"PPKDW",171,"AIRPLANE","AEROMOT","AMT-200","PISTON",1,1873,2,1998,"BRAZIL","PRI","INSTRUCTION","****","****","LANDING","INSTRUCTION","SUBSTANTIAL",NA,"SERIOUS INCIDENT","LOSS OF CONTROL IN THE AIR","RECIFE","PE","BRAZIL","SNEM","2007-08-04","18:51:00","YES","SERIPA-2","IN PROGRESS","",NA,"",0,1,1
36055,2915,"PPFKZ",231,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,3,1990,"BRAZIL","PRI","INSTRUCTION","SSNH","SSNH","RUN AFTER LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","NOVO HAMBURGO","RS","BRAZIL","SSNH","2009-03-03","18:30:00","YES","SERIPA-5","FINISHED","",1,"2011-09-23",1,1,NA
36056,9872,"PTPFO",244,"GLIDER","INDÚSTRIA PARANAENSE DE ESTRUTURAS","KW1","WITHOUT TRACTION",0,617,1,1980,"BRAZIL","PRI","INSTRUCTION","****","****","TAKEOFF","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","BALSA NOVA","PR","BRAZIL","SSTH","2009-03-14","17:30:00","YES","SERIPA-5","IN PROGRESS","",NA,"",0,1,NA
36075,1453,"PPFLT",267,"AIRPLANE","AERO BOERO","AB-180","PISTON",1,1860,3,1990,"BRAZIL","PRI","INSTRUCTION","****","****","LANDING","INSTRUCTION","LIGHT",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","SÃO JOSÉ","SC","BRAZIL","****","2009-03-16","18:30:00","YES","SERIPA-5","FINISHED","",1,"2010-03-19",2,1,NA
36076,6477,"PTEDP",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-721C","PISTON",1,3600,6,1976,"BRAZIL","TPP","PRIVATE","****","****","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","CÁCERES","MT","BRAZIL","****","2009-03-12","10:30:00","YES","SERIPA-6","FINISHED","",1,"2009-10-09",7,1,NA
36097,9878,"PTNBH",391,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711C","PISTON",1,2649,4,1975,"BRAZIL","TPX","AEROTAXI","SNQG","SIPW","DESCEND","AEROTAXI","NONE",NA,"SERIOUS INCIDENT","LANDING ON UNPREDICTABLE PLACE","ÁGUA BRANCA","PI","BRAZIL","****","2009-03-20","19:55:00","YES","SERIPA-1","FINISHED","",1,"2010-08-18",4,1,NA
36116,34562,"N526MD",5363,"AIRPLANE","MCDONNELL DOUGLAS","DC-10-30","PISTON",3,571999,0,0,"USA","***","UNKNOWN","****","****","ASCENSION","UNKNOWN","SUBSTANTIAL",NA,"SERIOUS INCIDENT","LOSS OF COMPONENT DURING THE FLIGHT","MEDELLIN","EX","COLOMBIA","****","2009-03-26","04:46:00","UNKNOWN","CENIPA","","",NA,"",0,1,NA
36138,6919,"PTJDN",132,"AIRPLANE","CESSNA AIRCRAFT","U206F","PISTON",1,3600,6,1973,"BRAZIL","TPX","AEROTAXI","****","****","RUN AFTER LANDING","AEROTAXI","LIGHT",NA,"SERIOUS INCIDENT","COLLISION AGAINST OBSTACLE ON THE GROUND","ITAITUBA","PA","BRAZIL","****","2009-03-16","17:30:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
36215,9884,"PRVOO",234,"AIRPLANE","CESSNA AIRCRAFT","150K","PISTON",1,1600,2,1970,"BRAZIL","PIN","INSTRUCTION","****","****","MANEUVER","INSTRUCTION","DESTROYED",NA,"ACCIDENT","FUEL STARVATION","PARÁ DE MINAS","MG","BRAZIL","****","2009-03-29","15:12:00","YES","SERIPA-3","FINISHED","",1,"2012-03-22",2,1,NA
36216,3424,"PPDLF",288,"AIRPLANE","CIA AERONAUTICA PAULISTA","CAP-4","PISTON",1,1294,2,1947,"BRAZIL","PRI","INSTRUCTION","****","****","LANDING","INSTRUCTION","LIGHT",NA,"ACCIDENT","HARD LANDING","SOROCABA","SP","BRAZIL","SDCO","2009-04-01","14:30:00","YES","SERIPA-4","FINISHED","",1,"2011-07-21",2,1,1
36217,9781,"PPGHG",218,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1992,"BRAZIL","PRI","INSTRUCTION","SBLO","SBLO","RUSH IN THE AIR","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","LONDRINA","PR","BRAZIL","****","2009-03-29","13:05:00","YES","SERIPA-5","FINISHED","",1,"2010-09-24",2,1,NA
36284,9921,"PRVBY",5106,"AIRPLANE","BOEING COMPANY","737-73A","JET",2,154499,153,1999,"BRAZIL","TPR","REGULAR","****","****","ASCENSION","REGULAR","NONE",NA,"SERIOUS INCIDENT","SYSTEM / COMPONENT FAILURE","BELO HORIZONTE","MG","BRAZIL","****","2008-08-26","00:20:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
36346,3515,"PTNIA",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-710C","PISTON",1,3000,4,1978,"BRAZIL","TPP","PRIVATE","****","****","FINAL APPROXIMATION","PRIVATE","NONE",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","GOIÂNIA","GO","BRAZIL","SBGO","2008-10-08","21:05:00","YES","SERIPA-6","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
36373,1188,"PTONN",3992,"AIRPLANE","MAULE AIRCRAFT","M-7-235","PISTON",1,2500,5,1991,"BRAZIL","TPP","PRIVATE","****","****","TAKEOFF","PRIVATE","LIGHT",NA,"SERIOUS INCIDENT","ANOTHER TYPES","MANAUS","AM","BRAZIL","****","2008-09-05","15:30:00","YES","SERIPA-7","IN PROGRESS","",NA,"",0,1,NA
36495,9720,"PRTTJ",5009,"AIRPLANE","AEROSPATIALE AND ALENIA","ATR-72-212","TURBOPROP",2,48501,71,1995,"BRAZIL","TPR","REGULAR","****","****","ASCENSION","REGULAR","NONE",NA,"SERIOUS INCIDENT","ANOTHER TYPES","BRASÍLIA","DF","BRAZIL","****","2008-03-14","16:14:00","YES","CENIPA","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
36576,34491,"N663UA",5049,"AIRPLANE","BOEING COMPANY","767-322","JET",2,411999,0,1993,"USA","EXT","UNKNOWN","****","****","ASCENSION","UNKNOWN","NONE",NA,"SERIOUS INCIDENT","ANOTHER TYPES","RIO DE JANEIRO","RJ","BRAZIL","SBGL","2008-01-20","05:13:00","YES","CENIPA","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
36657,10006,"PTWJP",3992,"AIRPLANE","PIPER AIRCRAFT","PA-46-350P","PISTON",1,4299,6,1995,"BRAZIL","TPP","PRIVATE","SBGW","SBSJ","CRUISE","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","FUEL STARVATION","TAUBATÉ","SP","BRAZIL","****","2009-04-02","15:40:00","YES","SERIPA-4","FINISHED","",1,"2009-12-30",12,1,NA
36676,10093,"PTINZ",3992,"AIRPLANE","CESSNA AIRCRAFT","182P","PISTON",1,2949,4,1973,"BRAZIL","TPP","PRIVATE","SNRB","****","ASCENSION","PRIVATE","DESTROYED",NA,"ACCIDENT","SYSTEM / COMPONENT FAILURE","ITAITUBA","PA","BRAZIL","****","2009-03-30","18:20:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
36777,10131,"PRBPM",4155,"AIRPLANE","AEROMOT","AMT-200SO","PISTON",1,2314,2,2007,"BRAZIL","ADE","DIRECT ADMINISTRATION","****","****","TAKEOFF","POLICIAL","LIGHT",NA,"SERIOUS INCIDENT","COLLISION AGAINST OBSTACLE ON THE GROUND","MATA DE SÃO JOÃO","BA","BRAZIL","****","2009-01-07","12:30:00","YES","SERIPA-2","IN PROGRESS","",NA,"",0,1,NA
36795,9761,"PPGEO",187,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1991,"BRAZIL","SAE","SPECIALIZED","****","****","LANDING","SPECIALIZED","NONE",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","FORTALEZA","CE","BRAZIL","SBFZ","2009-03-29","16:40:00","YES","SERIPA-2","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
36842,2007,"PTIOH",5193,"AIRPLANE","CESSNA AIRCRAFT","310Q","PISTON",2,5299,6,1992,"BRAZIL","TPX","AEROTAXI","****","****","RUN AFTER LANDING","AEROTAXI","LIGHT",NA,"SERIOUS INCIDENT","ABOUT LANDING GEAR","SANTARÉM","PA","BRAZIL","SBSN","2009-04-08","13:47:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,1
36868,10163,"PTIEA",3992,"AIRPLANE","CESSNA AIRCRAFT","210L","PISTON",1,3800,6,1972,"BRAZIL","TPP","PRIVATE","****","****","RUN AFTER LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE ON THE GROUND","SALES OLIVEIRA","SP","BRAZIL","****","2009-01-24","19:35:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
36874,1212,"PTEOO",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-721C","PISTON",1,3600,7,1977,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ABOUT LANDING GEAR","CÁCERES","MT","BRAZIL","SWWF","2009-04-17","17:30:00","YES","SERIPA-6","FINISHED","",1,"2009-10-09",0,1,NA
36917,10173,"PTVNB",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-720D","PISTON",1,3600,7,1991,"BRAZIL","TPP","PRIVATE","****","****","CRUISE","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","TRINDADE","GO","BRAZIL","****","2009-04-12","15:00:00","YES","SERIPA-6","FINISHED","",1,"2009-10-16",7,1,NA
37019,10188,"PPFLL",200,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1990,"BRAZIL","PRI","INSTRUCTION","SBIZ","****","TRAFFIC CIRCUIT","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","ANOTHER TYPES","IMPERATRIZ","MA","BRAZIL","****","2009-04-25","19:34:00","YES","SERIPA-1","FINISHED","",1,"2014-08-15",1,1,NA
37020,10189,"PTRLR",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711ST","PISTON",1,2899,4,1981,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LANDING BEFORE THE TRACK AREA","VILA BELA DA SANTÍSSIMA TRINDADE","MT","BRAZIL","****","2009-04-26","17:10:00","YES","SERIPA-6","FINISHED","",1,"2009-10-09",8,1,NA
37180,9178,"PTVSX",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-810D","PISTON",2,4750,6,1998,"BRAZIL","TPP","PRIVATE","SSCN","SBPA","RUN AFTER LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ABOUT LANDING GEAR","PORTO ALEGRE","RS","BRAZIL","****","2009-01-11","22:21:00","YES","SERIPA-5","FINISHED","",1,"2010-04-06",7,1,NA
37182,10212,"PTXLS",3900,"AIRPLANE","PIPER AIRCRAFT","PA-25-260","PISTON",1,2899,1,1968,"BRAZIL","SAE-AG","AGRICULTURAL","SSMP","SSMP","ANOTHER PHASE","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","LOW ALTITUDE MANEUVERS","ITAMBÉ","PR","BRAZIL","****","2009-05-01","10:30:00","YES","SERIPA-5","IN PROGRESS","",NA,"",0,1,NA
37183,2508,"PPGON",291,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,3,1993,"BRAZIL","PRI","INSTRUCTION","****","****","RUSH ON THE GROUND","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","TAUBATÉ","SP","BRAZIL","****","2009-04-30","15:40:00","YES","SERIPA-4","FINISHED","",1,"2014-07-21",1,1,NA
37235,10214,"PRFPM",1652,"HELICOPTER","EUROCOPTER FRANCE","EC 120 B","TURBOSHAFT",1,3780,5,2002,"BRAZIL","ADF","DIRECT ADMINISTRATION","SBSP","****","LANDING","POLICIAL","LIGHT",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","JACAREÍ","SP","BRAZIL","****","2009-04-30","19:40:00","YES","SERIPA-4","FINISHED","",1,"2014-03-17",2,1,NA
37357,10223,"PRNDF",3992,"HELICOPTER","ROBINSON HELICOPTER","R44 II","PISTON",1,2500,4,2005,"BRAZIL","TPP","PRIVATE","SBMK","SBQV","DESCEND","PRIVATE","DESTROYED",2,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","VITÓRIA DA CONQUISTA","BA","BRAZIL","****","2009-05-22","21:40:00","YES","SERIPA-2","FINISHED","",1,"2010-12-06",2,1,NA
37375,10224,"PREFJ",3992,"AIRPLANE","AIR TRACTOR","AT-802A","TURBOPROP",1,16001,2,2008,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","HARD LANDING","SAPEZAL","MT","BRAZIL","****","2009-05-08","15:00:00","YES","SERIPA-6","FINISHED","",1,"2009-10-09",7,1,NA
37376,10225,"PTMVN",4834,"AIRPLANE","AIRBUS INDUSTRIE","A330-223","JET",2,513676,240,2007,"BRAZIL","TPR","REGULAR","****","****","DESCEND","REGULAR","NONE",NA,"ACCIDENT","METEOROLOGICAL PHENOMENOM IN THE AIR","PIRASSUNUNGA","SP","BRAZIL","****","2009-05-25","22:14:00","YES","SERIPA-4","FINISHED","",1,"2013-12-30",2,1,NA
37377,10226,"PTWGV",279,"AIRPLANE","CESSNA AIRCRAFT","150M","PISTON",1,1600,2,1977,"BRAZIL","PRI","INSTRUCTION","SBSJ","SBSJ","TAXI","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE ON THE GROUND","SÃO JOSÉ DOS CAMPOS","SP","BRAZIL","SBSJ","2009-04-18","17:45:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
37378,9407,"PTARR",3992,"AIRPLANE","PIPER AIRCRAFT","PA-18-135","PISTON",1,1499,2,1954,"BRAZIL","TPP","PRIVATE","SWJW","SWJW","CRUISE","PRIVATE","DESTROYED",1,"ACCIDENT","LOSS OF CONTROL IN THE AIR","JATAÍ","GO","BRAZIL","****","2009-05-06","12:45:00","YES","SERIPA-6","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
37379,10228,"PTLXD",3992,"AIRPLANE","BEECH AIRCRAFT","58","PISTON",2,5500,6,1989,"BRAZIL","TPP","PRIVATE","SNWJ","SBAU","FINAL APPROXIMATION","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","TERRAIN COLLISION","ARAÇATUBA","SP","BRAZIL","****","2009-05-14","21:00:00","YES","SERIPA-4","FINISHED","",1,"2011-06-30",9,1,NA
37435,10230,"PTVIN",1232,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-720D","PISTON",1,3600,6,1990,"BRAZIL","TPX","AEROTAXI","SBTE","SNQG","CRUISE","AEROTAXI","LIGHT",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","PASSAGEM FRANCA","MA","BRAZIL","****","2009-05-07","20:10:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
37459,5853,"PTDPD",4960,"AIRPLANE","PIPER AIRCRAFT","PA-32-300","PISTON",1,3399,6,1971,"BRAZIL","TPX","AEROTAXI","****","****","TAKEOFF","AEROTAXI","NONE",NA,"SERIOUS INCIDENT","SYSTEM / COMPONENT FAILURE","MACEIÓ","AL","BRAZIL","SBMO","2009-05-18","20:52:00","YES","SERIPA-2","IN PROGRESS","",NA,"",0,1,NA
37535,268,"PPFGK",212,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,3,1988,"BRAZIL","PRI","INSTRUCTION","****","****","RUSH ON THE GROUND","INSTRUCTION","LIGHT",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","JUIZ DE FORA","MG","BRAZIL","****","2009-06-02","20:10:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
37536,6057,"PTEXC",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-720C","PISTON",1,3399,7,1979,"BRAZIL","TPP","PRIVATE","SBMQ","SILJ","TRAFFIC CIRCUIT","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","LARANJAL DO JARI","AP","BRAZIL","****","2009-05-16","13:30:00","YES","SERIPA-1","FINISHED","",1,"2011-09-23",1,1,NA
37555,6337,"PTEGU",624,"AIRPLANE","EMBRAER","EMB-810C","PISTON",2,4570,6,1976,"BRAZIL","TPX","AEROTAXI","SBEG","SBIC","ASCENSION","AEROTAXI","LIGHT",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","MANAUS","AM","BRAZIL","SBEG","2009-04-30","09:50:00","YES","SERIPA-7","FINISHED","",1,"2016-04-15",2,1,NA
37577,10256,"PRMOZ",3992,"AIRPLANE","RAYTHEON AIRCRAFT","B300","TURBOPROP",2,15000,11,1999,"BRAZIL","TPP","PRIVATE","SBSP","SBTV","FINAL APPROXIMATION","PRIVATE","DESTROYED",14,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","PORTO SEGURO","BA","BRAZIL","****","2009-05-22","23:53:00","YES","SERIPA-2","FINISHED","",1,"2010-04-06",18,1,NA
37578,2327,"PTLQE",3992,"AIRPLANE","BEECH AIRCRAFT","C90","TURBOPROP",2,9649,8,1983,"BRAZIL","TPP","PRIVATE","SBBH","SNNU","LANDING","PRIVATE","DESTROYED",NA,"ACCIDENT","LANDING BEFORE THE TRACK AREA","NANUQUE","MG","BRAZIL","****","2009-06-13","15:20:00","YES","SERIPA-3","FINISHED","",1,"2011-08-29",3,1,NA
37796,3104,"PTRAS",1543,"AIRPLANE","EMBRAER","EMB-820C NAVAJO","PISTON",2,6999,7,1979,"BRAZIL","ADF","DIRECT ADMINISTRATION","SBGO","SBGO","RUN AFTER LANDING","POLICIAL","SUBSTANTIAL",NA,"ACCIDENT","ABOUT LANDING GEAR","ANÁPOLIS","GO","BRAZIL","****","2009-06-18","18:40:00","YES","SERIPA-6","IN PROGRESS","UNDEFINED",NA,"",0,1,1
37797,10308,"PRMES",3992,"HELICOPTER","EUROCOPTER FRANCE","AS 350 B2","TURBOSHAFT",1,4960,7,2005,"BRAZIL","TPP","PRIVATE","SDRJ","SIIL","PARKING","PRIVATE","NONE",1,"ACCIDENT","TRACK INCURSION","ANGRA DOS REIS","RJ","BRAZIL","****","2009-06-12","14:50:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
